

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2016-09-19T09:00:54PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
3006|2dFGRS S905Z080|318.38475 | -48.46511 |!*|   -60|-0.000200 |    |18.62|  0.000|0|0|1|2|1|0|0
3007|2dFGRS S905Z398|318.41433 | -49.10106 |!*|   -60|-0.000200 |    |19.06|  0.000|0|0|1|2|1|0|0
3008|2dFGRS S851Z090|324.96008 | -49.94136 |!*|   -60|-0.000200 |    |19.15|  0.000|0|0|1|1|1|0|0
3009|2dFGRS S851Z339|323.92179 | -50.73894 |!*|   -60|-0.000200 |:   |19.33|  0.000|0|0|1|1|1|0|0
3010|GALEXASC J003846.64-442844.2  |  9.69421 | -44.47878 |!*|   -60|-0.000200 |    |18.89|  0.000|0|0|9|4|1|0|0
3011|2dFGRS S890Z027|  9.89592 | -44.99572 |!*|   -60|-0.000200 |    |18.95|  0.000|0|0|1|2|1|0|0
3012|2dFGRS S876Z300|316.51154 | -45.91353 |!*|   -60|-0.000200 |    |18.33|  0.000|0|0|1|2|1|0|0
3013|GALEXASC J221147.75-432906.1  |332.94846 | -43.48456 |!*|   -60|-0.000200 |    |18.52|  0.000|0|0|5|3|1|0|0
3014|2dFGRS S911Z265|331.86075 | -42.63508 |!*|   -60|-0.000200 |    |19.12|  0.000|0|0|1|2|1|0|0
3015|2dFGRS S911Z087|332.83825 | -43.08983 |!*|   -60|-0.000200 |    |19.21|  0.000|0|0|1|2|1|0|0
3016|2dFGRS S911Z287|331.76938 | -43.15644 |!*|   -60|-0.000200 |    |19.23|  0.000|0|0|1|2|1|0|0
3017|2MASX J21544902-4653129|328.70425 | -46.88700 |!*|   -60|-0.000200 |    |17.60|  0.000|0|0|10|2|1|2|0
3018|GALEXASC J215931.30-461204.7  |329.88063 | -46.19978 |!*|   -60|-0.000200 |    |17.63|  0.000|0|0|5|3|1|0|0
3019|2dFGRS S911Z385|333.86846 | -42.42844 |!*|   -60|-0.000200 |    |19.03|  0.000|0|0|1|2|1|0|0
3020|2dFGRS S925Z543|329.17583 | -46.88433 |!*|   -60|-0.000200 |    |17.2r|  0.000|0|0|1|2|1|0|0
3021|2dFGRS S910Z425|338.42508 | -45.99567 |!*|   -60|-0.000200 |    |19.24|  0.000|0|0|1|2|1|0|0
3022|2dFGRS S893Z254|  6.23937 | -39.74014 |!*|   -60|-0.000200 |    |18.62|  0.000|0|0|1|2|1|0|0
3023|GALEXASC J024940.94-405959.3  | 42.42021 | -41.00006 |!*|   -60|-0.000200 |    |17.25|  0.000|0|0|4|3|1|0|0
3024|GALEXASC J041339.97-390446.3  | 63.41654 | -39.07975 |!*|   -60|-0.000200 |    |17.34|  0.000|0|0|5|3|1|0|0
3025|GALEXASC J041424.55-390047.8  | 63.60204 | -39.01353 |!*|   -60|-0.000200 |    |17.50|  0.000|0|0|5|3|1|0|0
3026|2dFGRS S894Z360| 62.91513 | -38.45611 |!*|   -60|-0.000200 |    |19.45|  0.000|0|0|1|2|1|0|0
3027|2dFGRS S917Z672|317.00896 | -41.86286 |!*|   -60|-0.000200 |    |18.94|  0.000|0|0|1|2|1|0|0
3028|GALEXASC J222458.69-394739.5  |336.24454 | -39.79453 |!*|   -60|-0.000200 |    |18.65|  0.000|0|0|5|3|1|0|0
3029|2dFGRS S556Z065|  7.06529 | -35.32039 |!*|   -60|-0.000200 |    |18.00|  0.000|0|0|1|2|1|0|0
3030|2dFGRS S497Z173|  5.04771 | -33.61806 |!*|   -60|-0.000200 |    |18.33|  0.000|0|0|1|2|1|0|0
3031|2dFGRS S550Z075|  1.71979 | -35.39164 |!*|   -60|-0.000200 |    |18.53|  0.000|0|0|1|2|1|0|0
3032|2dFGRS S557Z027|  8.66471 | -34.87367 |!*|   -60|-0.000200 |    |18.83|  0.000|0|0|1|2|1|0|0
3033|GALEXASC J003759.90-335256.9  |  9.49996 | -33.88242 |!*|   -60|-0.000200 |    |18.96|  0.000|0|0|9|4|1|0|0
3034|2dFGRS S553Z014|  3.45908 | -34.75633 |!*|   -60|-0.000200 |    |19.07|  0.000|0|0|1|2|1|0|0
3035|GALEXASC J002616.16-340120.1  |  6.56704 | -34.02217 |!*|   -60|-0.000200 |:   |19.19|  0.000|0|0|5|3|1|0|0
3036|GALEXASC J005421.59-331217.1  | 13.58925 | -33.20428 |!*|   -60|-0.000200 |    |17.55|  0.000|0|0|5|3|1|0|0
3037|GALEXASC J014955.17-334407.7  | 27.47929 | -33.73597 |!*|   -60|-0.000200 |    |17.87|  0.000|0|0|5|3|1|0|0
3038|2dFGRS S454Z012| 26.34646 | -32.39572 |!*|   -60|-0.000200 |    |17.95|  0.000|0|0|1|2|1|0|0
3039|GALEXASC J012207.54-324758.6  | 20.53150 | -32.79978 |!*|   -60|-0.000200 |    |18.15|  0.000|0|0|5|3|1|0|0
3040|GALEXMSC J005533.74-342736.9  | 13.89079 | -34.46039 |!*|   -60|-0.000200 |    |18.41|  0.000|0|0|4|3|1|0|0
3041|GALEXASC J013732.13-331456.0  | 24.38387 | -33.24922 |!*|   -60|-0.000200 |    |18.43|  0.000|0|0|5|3|1|0|0
3042|GALEXMSC J005529.53-332009.3  | 13.87400 | -33.33603 |!*|   -60|-0.000200 |    |18.47|  0.000|0|0|5|3|1|0|0
3043|2dFGRS S501Z283| 10.42921 | -33.26822 |!*|   -60|-0.000200 |    |18.48|  0.000|0|0|1|2|1|0|0
3044|GALEXASC J004741.26-325151.5  | 11.92104 | -32.86453 |!*|   -60|-0.000200 |    |18.52|  0.000|0|0|5|3|1|0|0
3045|2dFGRS S452Z004| 24.18321 | -32.45569 |!*|   -60|-0.000200 |    |18.56|  0.000|0|0|1|2|1|0|0
3046|GALEXASC J012245.46-324423.7  | 20.68933 | -32.74083 |!*|   -60|-0.000200 |    |18.65|  0.000|0|0|5|3|1|0|0
3047|2dFGRS S445Z014| 15.31354 | -32.60872 |!*|   -60|-0.000200 |    |18.70|  0.000|0|0|1|2|1|0|0
3048|2dFGRS S448Z073| 18.92800 | -32.28511 |!*|   -60|-0.000200 |    |18.89|  0.000|0|0|1|2|1|0|0
3049|2dFGRS S510Z208| 25.08317 | -32.68933 |!*|   -60|-0.000200 |    |18.97|  0.000|0|0|1|2|1|0|0
3050|GALEXASC J004148.98-335823.0  | 10.45567 | -33.97272 |!*|   -60|-0.000200 |    |18.97|  0.000|0|0|9|4|1|0|0
3051|2dFGRS S501Z200| 11.04300 | -32.92472 |!*|   -60|-0.000200 |    |18.99|  0.000|0|0|1|2|1|0|0
3052|2dFGRS S560Z072| 13.71063 | -35.59575 |!*|   -60|-0.000200 |    |19.03|  0.000|0|0|1|2|1|0|0
3053|2dFGRS S564Z283| 19.03267 | -33.99247 |!*|   -60|-0.000200 |    |19.11|  0.000|0|0|1|2|1|0|0
3054|2dFGRS S621Z014| 19.67758 | -35.77969 |!*|   -60|-0.000200 |    |19.16|  0.000|0|0|1|2|1|0|0
3055|GALEXASC J010955.72-333557.5  | 17.48217 | -33.59983 |!*|   -60|-0.000200 |    |19.24|  0.000|0|0|5|3|1|0|0
3056|2dFGRS S505Z047| 19.24288 | -32.88008 |!*|   -60|-0.000200 |    |19.28|  0.000|0|0|1|2|1|0|0
3057|2dFGRS S506Z248| 19.67875 | -32.97117 |!*|   -60|-0.000200 |    |19.28|  0.000|0|0|1|2|1|0|0
3058|2dFGRS S448Z047| 19.24912 | -32.77853 |!*|   -60|-0.000200 |    |19.39|  0.000|0|0|1|2|1|0|0
3059|2dFGRS S449Z004| 21.39950 | -32.32864 |!*|   -60|-0.000200 |    |19.48|  0.000|0|0|1|2|1|0|0
3060|2dFGRS S510Z203| 25.12292 | -33.01900 |!*|   -60|-0.000200 |:   |19.50|  0.000|0|0|1|2|1|0|0
3061|2dFGRS S515Z040| 33.25154 | -33.96183 |!*|   -60|-0.000200 |    |18.28|  0.000|0|0|1|2|1|0|0
3062|GALEXMSC J021513.90-335741.8  | 33.80667 | -33.96139 |!*|   -60|-0.000200 |    |18.60|  0.000|0|0|5|3|1|0|0
3063|2dFGRS S572Z263| 30.72762 | -34.16178 |!*|   -60|-0.000200 |    |18.67|  0.000|0|0|1|2|1|0|0
3064|GALEXASC J020438.08-354847.9  | 31.15779 | -35.81331 |!*|   -60|-0.000200 |    |18.78|  0.000|0|0|9|4|1|0|0
3065|2dFGRS S517Z273| 35.45858 | -33.83686 |!*|   -60|-0.000200 |    |18.85|  0.000|0|0|1|2|1|0|0
3066|GALEXASC J021152.31-335254.4  | 32.96896 | -33.88211 |!*|   -60|-0.000200 |    |19.06|  0.000|0|0|5|3|1|0|0
3067|2dFGRS S461Z027| 34.73558 | -32.62264 |!*|   -60|-0.000200 |    |19.10|  0.000|0|0|1|2|1|0|0
3068|GALEXASC J015746.41-323247.5  | 29.44296 | -32.54711 |!*|   -60|-0.000200 |    |19.18|  0.000|0|0|5|3|1|0|0
3069|GALEXASC J022706.69-323127.2  | 36.77821 | -32.52486 |!*|   -60|-0.000200 |    |19.21|  0.000|0|0|5|3|1|0|0
3070|2dFGRS S515Z222| 34.61113 | -33.42217 |!*|   -60|-0.000200 |    |19.29|  0.000|0|0|1|2|1|0|0
3071|2dFGRS S511Z263| 27.97225 | -33.61814 |!*|   -60|-0.000200 |    |19.29|  0.000|0|0|1|2|1|0|0
3072|GALEXMSC J021630.35-333302.4  | 34.12704 | -33.55161 |!*|   -60|-0.000200 |    |19.43|  0.000|0|0|5|3|1|0|0
3073|GALEXASC J020048.62-345606.1  | 30.20367 | -34.93528 |!*|   -60|-0.000200 |    |19.48|  0.000|0|0|5|3|1|0|0
3074|GALEXASC J020236.93-341337.4  | 30.65387 | -34.22736 |!*|   -60|-0.000200 |    |17.51|  0.000|0|0|5|3|1|0|1
3075|GALEXASC J021732.33-340235.6  | 34.38433 | -34.04231 |!*|   -60|-0.000200 |    |17.70|  0.000|0|0|7|4|1|0|0
3076|GALEXMSC J022905.42-351632.5  | 37.27383 | -35.27550 |!*|   -60|-0.000200 |    |18.25|  0.000|0|0|5|3|1|0|0
3077|GALEXASC J022712.45-352217.8  | 36.80121 | -35.37119 |!*|   -60|-0.000200 |    |18.28|  0.000|0|0|9|4|1|0|0
3078|2dFGRS S466Z064| 40.85050 | -32.33519 |!*|   -60|-0.000200 |    |18.55|  0.000|0|0|1|2|1|0|0
3079|GALEXASC J022014.37-340238.3  | 35.05979 | -34.04372 |!*|   -60|-0.000200 |    |18.76|  0.000|0|0|5|3|1|0|0
3080|GALEXASC J022200.58-350547.2  | 35.50300 | -35.09661 |!*|   -60|-0.000200 |    |18.81|  0.000|0|0|5|3|1|0|0
3081|GALEXMSC J024740.55-354621.1  | 41.91975 | -35.77136 |!*|   -60|-0.000200 |    |18.87|  0.000|0|0|5|3|1|0|0
3082|2dFGRS S574Z201| 34.37508 | -35.11889 |!*|   -60|-0.000200 |    |18.93|  0.000|0|0|1|2|1|0|0
3083|GALEXMSC J022954.51-353252.9  | 37.47708 | -35.54794 |!*|   -60|-0.000200 |    |18.94|  0.000|0|0|5|3|1|0|0
3084|GALEXASC J022837.40-352811.7  | 37.15550 | -35.46914 |!*|   -60|-0.000200 |    |19.16|  0.000|0|0|9|4|1|0|0
3085|2dFGRS S575Z219| 35.70075 | -34.02536 |!*|   -60|-0.000200 |    |19.23|  0.000|0|0|1|2|1|0|0
3086|2dFGRS S633Z005| 35.91387 | -35.64308 |!*|   -60|-0.000200 |    |19.27|  0.000|0|0|1|2|1|0|0
3087|2dFGRS S578Z233| 41.48567 | -34.39200 |!*|   -60|-0.000200 |    |19.34|  0.000|0|0|1|2|1|0|0
3088|GALEXASC J024049.99-334851.7  | 40.20883 | -33.81439 |!*|   -60|-0.000200 |    |19.41|  0.000|0|0|9|4|1|0|0
3089|GALEXMSC J022815.09-351841.1  | 37.06287 | -35.31125 |!*|   -60|-0.000200 |    |19.49|  0.000|0|0|5|3|1|0|0
3090|2dFGRS S529Z028|333.50825 | -34.62872 |!*|   -60|-0.000200 |    |18.40|  0.000|0|0|1|2|1|0|0
3091|GALEXASC J222210.34-333454.2  |335.54338 | -33.58161 |!*|   -60|-0.000200 |    |18.67|  0.000|0|0|5|3|1|0|0
3092|GALEXASC J223230.65-351032.7  |338.12867 | -35.17567 |!*|   -60|-0.000200 |    |18.71|  0.000|0|0|5|3|1|0|0
3093|2dFGRS S586Z209|329.42029 | -36.40958 |!*|   -60|-0.000200 |:   |16.7r|  0.000|0|0|1|2|1|0|0
3094|2dFGRS S588Z145|333.20846 | -36.03489 |!*|   -60|-0.000200 |    |19.02|  0.000|0|0|1|2|1|0|0
3095|GALEXASC J223413.67-343718.8  |338.55729 | -34.62194 |!*|   -60|-0.000200 |    |19.04|  0.000|0|0|5|3|1|0|0
3096|2dFGRS S587Z005|332.32204 | -35.61697 |!*|   -60|-0.000200 |    |19.07|  0.000|0|0|1|2|1|0|0
3097|2dFGRS S529Z095|333.01808 | -34.76197 |!*|   -60|-0.000200 |    |19.09|  0.000|0|0|1|2|1|0|0
3098|GALEXASC J215916.68-325640.8  |329.82058 | -32.94375 |!*|   -60|-0.000200 |    |19.18|  0.000|0|0|5|3|1|0|0
3099|2dFGRS S528Z008|332.55933 | -35.11944 |!*|   -60|-0.000200 |    |19.36|  0.000|0|0|1|2|1|0|0
3100|GALEXASC J220704.39-342329.5  |331.76933 | -34.39178 |!*|   -60|-0.000200 |:   |19.39|  0.000|0|0|5|3|1|0|0
3101|2dFGRS S586Z227|329.28167 | -35.95508 |!*|   -60|-0.000200 |    |19.43|  0.000|0|0|1|2|1|0|0
3102|2dFGRS S528Z168|331.63442 | -34.33075 |!*|   -60|-0.000200 |:   |19.44|  0.000|0|0|1|2|1|0|0
3103|GALEXASC J220656.83-334755.3  |331.73604 | -33.79933 |!*|   -60|-0.000200 |    |19.48|  0.000|0|0|4|3|1|0|0
3104|GALEXASC J224322.41-342605.4  |340.84362 | -34.43394 |!*|   -60|-0.000200 |    |18.23|  0.000|0|0|5|3|1|0|0
3105|2dFGRS S417Z075|342.13925 | -32.36344 |!*|   -60|-0.000200 |    |18.25|  0.000|0|0|1|2|1|0|0
3106|2dFGRS S589Z344|334.36658 | -35.79133 |!*|   -60|-0.000200 |    |18.29|  0.000|0|0|1|2|1|0|0
3107|GALEXASC J224259.62-335625.1  |340.74854 | -33.94044 |!*|   -60|-0.000200 |    |18.30|  0.000|0|0|4|3|1|0|0
3108|2dFGRS S535Z060|343.00146 | -34.29781 |!*|   -60|-0.000200 |    |18.46|  0.000|0|0|1|2|1|0|0
3109|2dFGRS S540Z126|350.61375 | -35.10806 |!*|   -60|-0.000200 |    |18.62|  0.000|0|0|1|2|1|0|0
3110|GALEXASC J232332.82-354609.0  |350.88604 | -35.76831 |!*|   -60|-0.000200 |    |18.66|  0.000|0|0|5|3|1|0|0
3111|2dFGRS S487Z299|348.23208 | -34.11961 |!*|   -60|-0.000200 |    |18.72|  0.000|0|0|1|2|1|0|0
3112|2dFGRS S591Z021|339.46013 | -36.44386 |!*|   -60|-0.000200 |    |18.75|  0.000|0|0|1|2|1|0|0
3113|GALEXASC J230827.45-321618.3  |347.11479 | -32.27222 |!*|   -60|-0.000200 |    |18.76|  0.000|0|0|5|3|1|0|0
3114|2dFGRS S484Z320|343.78037 | -34.05397 |!*|   -60|-0.000200 |    |18.81|  0.000|0|0|1|2|1|0|0
3115|GALEXASC J224757.64-341248.1  |341.99021 | -34.21356 |!*|   -60|-0.000200 |    |18.85|  0.000|0|0|5|3|1|0|0
3116|GALEXASC J230742.52-333656.5  |346.92675 | -33.61539 |!*|   -60|-0.000200 |    |18.90|  0.000|0|0|5|3|1|0|0
3117|GALEXASC J231304.17-340903.2  |348.26867 | -34.15039 |!*|   -60|-0.000200 |    |18.94|  0.000|0|0|5|3|1|0|0
3118|2dFGRS S540Z205|350.35150 | -35.69750 |!*|   -60|-0.000200 |    |18.97|  0.000|0|0|1|2|1|0|0
3119|2dFGRS S488Z145|350.33263 | -33.86478 |!*|   -60|-0.000200 |    |19.09|  0.000|0|0|1|2|1|0|0
3120|2dFGRS S592Z346|339.74363 | -37.08169 |!*|   -60|-0.000200 |    |19.13|  0.000|0|0|1|2|1|0|0
3121|GALEXASC J224715.72-322102.3  |341.81571 | -32.35047 |!*|   -60|-0.000200 |    |19.14|  0.000|0|0|7|4|1|0|0
3122|GALEXASC J232224.98-340536.6  |350.60517 | -34.09436 |!*|   -60|-0.000200 |    |19.18|  0.000|0|0|4|3|1|0|0
3123|2dFGRS S593Z184|340.78504 | -35.90450 |!*|   -60|-0.000200 |    |19.22|  0.000|0|0|1|2|1|0|0
3124|GALEXMSC J231313.96-344604.7  |348.30767 | -34.76708 |!*|   -60|-0.000200 |    |19.28|  0.000|0|0|5|3|1|0|0
3125|2dFGRS S420Z086|345.75813 | -32.59456 |!*|   -60|-0.000200 |    |19.32|  0.000|0|0|1|2|1|0|0
3126|2dFGRS S488Z322|349.76304 | -34.08781 |!*|   -60|-0.000200 |    |19.36|  0.000|0|0|1|2|1|0|0
3127|2dFGRS S537Z319|343.77321 | -34.92747 |!*|   -60|-0.000200 |    |19.36|  0.000|0|0|1|2|1|0|0
3128|GALEXASC J000614.32-314712.2  |  1.56008 | -31.78689 |!*|   -60|-0.000200 |    |17.41|  0.000|0|0|5|3|1|0|0
3129|2dFGRS S489Z149|352.63492 | -33.16961 |!*|   -60|-0.000200 |    |18.17|  0.000|0|0|1|2|1|0|0
3130|2dFGRS S435Z123|  3.12183 | -31.08942 |!*|   -60|-0.000200 |    |18.37|  0.000|0|0|1|2|1|0|0
3131|2dFGRS S429Z033|356.85033 | -32.68569 |!*|   -60|-0.000200 |    |18.52|  0.000|0|0|1|2|1|0|0
3132|2dFGRS S278Z217|  2.19567 | -29.49539 |!*|   -60|-0.000200 |    |18.71|  0.000|0|0|1|2|1|0|0
3133|2dFGRS S539Z357|347.54138 | -34.40219 |!*|   -60|-0.000200 |    |18.75|  0.000|0|0|1|2|1|0|0
3134|2dFGRS S434Z145|  2.59096 | -31.50486 |!*|   -60|-0.000200 |    |18.80|  0.000|0|0|1|2|1|0|0
3135|2dFGRS S490Z232|353.01796 | -33.82136 |!*|   -60|-0.000200 |    |18.83|  0.000|0|0|1|2|1|0|0
3136|2dFGRS S542Z031|353.50458 | -34.84050 |!*|   -60|-0.000200 |    |18.89|  0.000|0|0|1|2|1|0|0
3137|2dFGRS S542Z203|352.88571 | -35.09319 |!*|   -60|-0.000200 |    |18.97|  0.000|0|0|1|2|1|0|0
3138|2dFGRS S490Z287|352.37296 | -33.32822 |!*|   -60|-0.000200 |    |19.06|  0.000|0|0|1|2|1|0|1
3139|2dFGRS S427Z066|354.02421 | -32.61531 |!*|   -60|-0.000200 |    |19.07|  0.000|0|0|1|2|1|0|0
3140|2dFGRS S360Z167|  2.98304 | -30.80042 |!*|   -60|-0.000200 |    |19.09|  0.000|0|0|1|2|1|0|0
3141|2dFGRS S545Z180|356.86908 | -34.44606 |!*|   -60|-0.000200 |    |19.11|  0.000|0|0|1|2|1|0|0
3142|GALEXASC J233856.76-335409.9  |354.73629 | -33.90314 |!*|   -60|-0.000200 |    |19.28|  0.000|0|0|5|3|1|0|0
3143|2dFGRS S426Z019|354.04113 | -32.48250 |!*|   -60|-0.000200 |    |19.31|  0.000|0|0|1|2|1|0|0
3144|2dFGRS S490Z215|353.22708 | -33.06608 |!*|   -60|-0.000200 |    |19.32|  0.000|0|0|1|2|1|0|0
3145|2dFGRS S274Z019|358.12008 | -28.66169 |!*|   -60|-0.000200 |    |19.32|  0.000|0|0|1|2|1|0|0
3146|2dFGRS S357Z165|359.22237 | -30.13439 |!*|   -60|-0.000200 |    |19.32|  0.000|0|0|1|2|1|0|0
3147|2dFGRS S545Z135|357.07779 | -35.48022 |!*|   -60|-0.000200 |    |19.33|  0.000|0|0|1|2|1|0|0
3148|2dFGRS S278Z256|  1.67887 | -29.63319 |!*|   -60|-0.000200 |    |19.38|  0.000|0|0|1|2|1|0|0
3149|2dFGRS S605Z077|355.44579 | -35.81575 |!*|   -60|-0.000200 |    |19.35|  0.000|0|0|1|2|1|0|0
3150|GALEXASC J002034.74-280954.1  |  5.14483 | -28.16547 |!*|   -60|-0.000200 |    |17.44|  0.000|0|0|9|4|1|0|0
3151|GALEXASC J012044.61-280355.9  | 20.18600 | -28.06539 |!*|   -60|-0.000200 |    |17.81|  0.000|0|0|5|3|1|0|0
3152|2dFGRS S286Z123| 10.18725 | -28.55075 |!*|   -60|-0.000200 |    |18.02|  0.000|0|0|1|2|1|0|0
3153|GALEXASC J011857.71-273036.5  | 19.73992 | -27.50944 |!*|   -60|-0.000200 |    |18.06|  0.000|0|0|5|3|1|0|0
3154|GALEXASC J012054.84-285138.1  | 20.22871 | -28.86083 |!*|   -60|-0.000200 |    |18.11|  0.000|0|0|5|3|1|0|0
3155|2dFGRS S289Z040| 13.02463 | -28.65806 |!*|   -60|-0.000200 |    |18.11|  0.000|0|0|1|2|1|0|0
3156|GALEXASC J004815.33-315737.0  | 12.06329 | -31.96100 |!*|   -60|-0.000200 |    |18.22|  0.000|0|0|9|4|1|0|0
3157|2dFGRS S444Z088| 14.97117 | -31.92222 |!*|   -60|-0.000200 |    |18.27|  0.000|0|0|1|2|1|0|0
3158|2dFGRS S286Z166|  9.79262 | -28.85206 |!*|   -60|-0.000200 |    |18.32|  0.000|0|0|1|2|1|0|0
3159|GALEXASC J001909.69-273035.2  |  4.79225 | -27.51031 |!*|   -60|-0.000200 |    |18.36|  0.000|0|0|5|3|1|0|0
3160|2dFGRS S207Z094| 10.28962 | -27.67186 |!*|   -60|-0.000200 |    |18.46|  0.000|0|0|1|2|1|0|0
3161|GALEXASC J003813.79-290144.2  |  9.55729 | -29.02947 |!*|   -60|-0.000200 |    |18.47|  0.000|0|0|5|3|1|0|0
3162|2MASX J00370835-2933503|  9.28463 | -29.56408 |!*|   -60|-0.000200 |    |18.47|  0.000|0|0|10|2|1|2|0
3163|GALEXASC J004503.32-290022.3  | 11.26400 | -29.00606 |!*|   -60|-0.000200 |    |18.49|  0.000|0|0|9|4|1|0|0
3164|GALEXASC J003720.76-310551.0  |  9.33675 | -31.09706 |!*|   -60|-0.000200 |    |18.57|  0.000|0|0|5|3|1|0|0
3165|2dFGRS S365Z132|  7.75383 | -30.41883 |!*|   -60|-0.000200 |    |18.78|  0.000|0|0|1|2|1|0|0
3166|2dFGRS S365Z019|  8.96283 | -30.28744 |!*|   -60|-0.000200 |    |18.81|  0.000|0|0|1|2|1|0|0
3167|2dFGRS S442Z143| 12.57729 | -31.75178 |!*|   -60|-0.000200 |    |18.85|  0.000|0|0|1|2|1|0|0
3168|GALEXASC J011339.86-275738.1  | 18.41587 | -27.96081 |!*|   -60|-0.000200 |    |18.92|  0.000|0|0|4|3|1|0|0
3169|2dFGRS S214Z083| 18.59617 | -27.55050 |!*|   -60|-0.000200 |    |18.94|  0.000|0|0|1|2|1|0|0
3170|2dFGRS S287Z024| 11.56733 | -28.49531 |!*|   -60|-0.000200 |    |19.14|  0.000|0|0|1|2|1|0|0
3171|2dFGRS S288Z239| 11.23946 | -29.25717 |!*|   -60|-0.000200 |:   |19.30|  0.000|0|0|1|2|1|0|0
3172|GALEXASC J001520.88-320423.4  |  3.83746 | -32.07369 |!*|   -60|-0.000200 |    |19.34|  0.000|0|0|9|4|1|0|0
3173|GALEXASC J004653.97-304814.4  | 11.72508 | -30.80458 |!*|   -60|-0.000200 |    |19.38|  0.000|0|0|5|3|1|0|0
3174|GALEXMSC J004838.35-284706.5  | 12.15904 | -28.78433 |!*|   -60|-0.000200 |    |19.41|  0.000|0|0|5|3|1|0|0
3175|2dFGRS S286Z259|  9.99558 | -29.38689 |!*|   -60|-0.000200 |    |19.43|  0.000|0|0|1|2|1|0|0
3176|GALEXASC J003111.38-295806.9  |  7.79842 | -29.96906 |!*|   -60|-0.000200 |    |19.47|  0.000|0|0|5|3|1|0|0
3177|2MASXi J0318320-302121| 49.63358 | -30.35575 |!*|   -60|-0.000200 |    |18.05|  0.000|0|0|1|2|1|0|0
3178|2dFGRS S293Z141| 18.17208 | -29.18517 |!*|   -60|-0.000200 |    |19.36|  0.000|0|0|1|2|1|0|1
3179|2dFGRS S373Z077| 16.73358 | -29.69342 |!*|   -60|-0.000200 |    |19.39|  0.000|0|0|1|2|1|0|0
3180|2dFGRS S291Z234| 15.21354 | -29.43033 |!*|   -60|-0.000200 |    |17.48|  0.000|0|0|1|2|1|0|0
3181|2dFGRS S448Z175| 19.28762 | -31.44489 |!*|   -60|-0.000200 |    |17.64|  0.000|0|0|1|2|1|0|0
3182|2dFGRS S449Z123| 20.39783 | -31.56608 |!*|   -60|-0.000200 |    |17.91|  0.000|0|0|1|2|1|0|0
3183|GALEXASC J011951.23-315446.3  | 19.96288 | -31.91283 |!*|   -60|-0.000200 |    |17.96|  0.000|0|0|5|3|1|0|0
3184|GALEXMSC J011030.22-293215.1  | 17.62658 | -29.53617 |!*|   -60|-0.000200 |    |18.04|  0.000|0|0|5|3|1|0|0
3185|GALEXASC J010711.00-284511.4  | 16.79638 | -28.75342 |!*|   -60|-0.000200 |    |18.19|  0.000|0|0|5|3|1|0|0
3186|GALEXASC J012408.69-320323.1  | 21.03654 | -32.05644 |!*|   -60|-0.000200 |    |18.23|  0.000|0|0|4|3|1|0|0
3187|2dFGRS S454Z173| 25.49700 | -31.75486 |!*|   -60|-0.000200 |    |18.35|  0.000|0|0|1|2|1|0|0
3188|2dFGRS S373Z002| 17.64550 | -30.33419 |!*|   -60|-0.000200 |    |18.50|  0.000|0|0|1|2|1|0|0
3189|GALEXASC J011944.24-285954.5  | 19.93471 | -28.99847 |!*|   -60|-0.000200 |    |18.50|  0.000|0|0|5|3|1|0|0
3190|GALEXASC J012856.09-281122.0  | 22.23404 | -28.18961 |!*|   -60|-0.000200 |    |18.68|  0.000|0|0|8|4|1|0|0
3191|GALEXMSC J010905.57-301607.0  | 17.27346 | -30.26861 |!*|   -60|-0.000200 |    |18.62|  0.000|0|0|4|3|1|0|0
3192|2dFGRS S211Z166| 15.08775 | -27.57178 |!*|   -60|-0.000200 |    |18.65|  0.000|0|0|1|2|1|0|0
3193|2dFGRS S303Z074| 28.69513 | -28.76097 |!*|   -60|-0.000200 |    |18.82|  0.000|0|0|1|2|1|0|0
3194|2dFGRS S448Z112| 20.00483 | -31.65753 |!*|   -60|-0.000200 |    |18.84|  0.000|0|0|1|2|1|0|0
3195|2dFGRS S453Z163| 24.92208 | -31.80597 |!*|   -60|-0.000200 |    |18.86|  0.000|0|0|1|2|1|0|0
3196|2dFGRS S452Z207| 23.57983 | -32.08289 |!*|   -60|-0.000200 |    |18.93|  0.000|0|0|1|2|1|0|0
3197|2dFGRS S292Z083| 16.16533 | -28.30869 |!*|   -60|-0.000200 |    |19.04|  0.000|0|0|1|2|1|0|0
3198|2dFGRS S449Z117| 20.42867 | -31.59089 |!*|   -60|-0.000200 |    |19.16|  0.000|0|0|1|2|1|0|0
3199|2dFGRS S300Z171| 25.41917 | -29.32939 |!*|   -60|-0.000200 |    |19.27|  0.000|0|0|1|2|1|0|0
3200|2dFGRS S295Z252| 18.52133 | -29.06939 |!*|   -60|-0.000200 |    |19.26|  0.000|0|0|1|2|1|0|0
